Date,arabnews,cnbc,ei,ft,mees,oilprice
2022-03-09,"Beijing tells China state refiners to pause gasoline, diesel exports in April: sources","Japan’s Nikkei jumps about 4% following oil drop; Nio sees gains fizzle in Hong Kong .... S&P 500 falls on Thursday as stocks resume their downward move from Russia-Ukraine war. U.S. Energy Secretary Granholm calls on oil and gas companies to raise output. Consumer inflation was likely high in February, and rising fuel prices will turn up the .... Santoli: The dip-buyers have been waiting for this reversal in oil and other commodities. Oil drops 12% for worst day since November as wild ride triggered by Russia disruption .... House GOP leader: Oil from Iran, Venezuela to offset Russia would just pay other dictators. Investing Club: Buying on the oil dip, taking profits elsewhere help us maintain high cash .... Macy’s CFO says the American consumer is still healthy, but lower-income shoppers could soon cut .... What to watch today: Dow futures soar, a day after more wild swings. 5 things to know before the stock market opens Wednesday. Jeffrey Gundlach says inflation could hit 10% this year, calls Fed’s target ‘laughable’. 10-year Treasury yield rebounds back above 1.94%. Putin’s always wanted to weaken the West. He’s done the exact opposite. Analysts warn of recession if oil prices continue to surge further into ‘uncharted territory’. European stocks close up 4.7% to notch best session in nearly two years as commodity .... Oil falls as investors weigh U.S. import ban. Euro surges as oil prices ease and investors embrace risk","Plan Needed for Transition Costs, Long Ukraine War. US Officials Call for Higher Output, But Divide Remains. Oil Prices Retreat Amid Opec Output Rumors. UAE Encourages Opec to Boost Supply. US Officials Call for Higher Output, But Divide Remains. CPC Crude Exempt From US Ban. US Petroleum Exports Move to Fill Russian Vacuum. UAE Encourages Opec to Boost Supply. Lack of Oil Storage Adds to Russia's Woes. Oil Prices Retreat Amid Opec Output Rumors. CPC Crude Exempt From US Ban. Plan Needed for Transition Costs, Long Ukraine War. US Petroleum Exports Move to Fill Russian Vacuum. US Oil Output Flat Despite Calls for Growth. US Oil Output Flat Despite Calls for Growth. Lack of Oil Storage Adds to Russia's Woes","White House tells oil industry ‘we need more’ as fuel prices soar. Ukraine war news from March 10: UK sanctions seven more oligarchs including Abramovich, Goldman and JPMorgan withdraw from Russia. US ban on Russian oil will have limited effect. Johnson opens door to fracking in response to Ukraine war. Venezuela frees 2 Americans following talks with US officials. What does banning Russian oil mean for global energy markets?. US puts pressure on shale industry to do ‘whatever it takes’ to ease oil crisis. US and UK ban Russian oil and gas imports in drive to punish Putin","Opec+ Resists Pressure To Release More Oil Amid Ukraine War. Turkey 2021 Gas Imports: Ukraine War Puts Russia Reliance In Focus. Turkey 2021 Crude Imports: Record Iraq Volumes, Increased Russia Reliance. Suez Canal Raises Transit Fees",Oil Prices Break $130 As EU And U.S. Allies Consider Ban On Russian Crude
2022-03-10,"Beijing tells China state refiners to pause gasoline, diesel exports in April: sources","5 charts show the stages of global economic recovery since Covid hit. South Korea posts $1.39 billion trade deficit for March 1-10 as energy prices bite. Japan’s Nikkei falls 2% as shares in Asia decline; Chinese tech stocks in Hong Kong .... Treasury Secretary Janet Yellen says Americans will likely see another year of ‘very uncomfortably high’ .... IMF expects to cut global growth forecast in response to Russia-Ukraine war, managing director says. ‘If we’re holding oil prices above $100 a barrel, you buy all the oil stocks,’ .... Manchin says Dems should take GOP deal on Fed nominees, dampening Raskin’s hopes. Investing Club: We’re buying again in our newest position, betting drilling remains profitable. Rising airfares are giving people spring break sticker shock. What to watch today: Oil rebounds as Russia-Ukraine talks fail, taking stock futures down. 5 things to know before the stock market opens Thursday. Why don’t Big Oil and Biden agree on oil prices? Look to S&P 500′s top .... Oil prices will likely decide whether stocks have found a bottom or not. Oil settles down again; Russia to fulfil supply contracts. Euro eases after ECB meeting, while dollar firms following inflation data. Singapore wants to allow vaccinated travelers to visit without quarantine","EU Parliament Endorses Oil Ban Despite Divisions. House Votes to Ban Russian Energy Imports. Spotlight on Oil Supply in Venezuela, Colombia Diplomacy. Singapore Stocks Rise. India's Oil Demand Hits New High. Indian Oil Expands Port Storage. Oil Futures Slip Lower as Market Mulls Supply Options. Is Keystone XL Revival Really On the Table?. Russia Acknowledges Oil Export Problems. EU Parliament Endorses Oil Ban Despite Divisions. House Votes to Ban Russian Energy Imports. Spotlight on Oil Supply in Venezuela, Colombia Diplomacy. Singapore Stocks Rise. India's Oil Demand Hits New High. Indian Oil Expands Port Storage. Oil Futures Slip Lower as Market Mulls Supply Options. Is Keystone XL Revival Really On the Table?. Russia Acknowledges Oil Export Problems","Russian gas: ending Europe’s dependence will not be as costly as maintaining it. Pierre Andurand posts blockbuster gains after bet on rising oil prices. UAE energy minister signals commitment to Opec+. Biden’s new energy strategy: Drill, baby, drill. Europe must immediately join Washington’s energy embargo. United Arab Emirates to nudge Opec allies to increase oil production","Opec+ Resists Pressure To Release More Oil Amid Ukraine War. Turkey 2021 Gas Imports: Ukraine War Puts Russia Reliance In Focus. Turkey 2021 Crude Imports: Record Iraq Volumes, Increased Russia Reliance. Suez Canal Raises Transit Fees",The Wildest Week Oil Markets Have Ever Seen
2022-03-11,Climate action must not become a casualty of war,"Federal Reserve expected to raise interest rates in week ahead, as Ukraine crisis adds volatility. These are Goldman’s favorite energy stocks to play the oil surge. Op-Ed: Biden needs to rapidly increase U.S. energy production to cut Russia dependence. Investing Club: What Cramer is watching Friday — stocks pop on “positive shifts,” a sell .... What to watch today: Futures jump on hopes of progress in Russia-Ukraine talks. 5 things to know before the stock market opens Friday. Oil settles up but posts biggest weekly decline since Nov","Turkmenistan Skips Russia Transit. After Wild Ride Up, Oil Prices End Week Down. Can Russia Derail Iran Nuclear Talks?. Russian Export Outage Holds Steady. EU Agrees to Roll Back Russian Energy Imports. Oil Sands Outages Hit Canadian Crude Supply. Texas Shale Drives US Drilling Gains. Oil Sands Outages Hit Canadian Crude Supply. Turkmenistan Skips Russia Transit. After Wild Ride Up, Oil Prices End Week Down. Can Russia Derail Iran Nuclear Talks?. Russian Export Outage Holds Steady. EU Agrees to Roll Back Russian Energy Imports. Texas Shale Drives US Drilling Gains",US stocks suffer worst week since January. EU vows emergency plans to tackle energy costs after invasion. War brings echoes of the 1970s oil shock. Bond investors left in the dark after some Russian borrowers pay up,Opec’s Unified Front Creaks As UAE Diplomat Calls For More Oil. Opec Production Edges Higher: Just A Drop In The Stormy Ocean. IEA Outlines Emergency Stock Release. Iran Nuclear Deal: What Happens Next?. US Hikes Oil Output Forecasts,The Wildest Week Oil Markets Have Ever Seen
2022-03-12,Geopolitical tensions add to oil price volatility,"Insiders debate how to secure America’s future energy needs at the industry’s biggest gathering. France, UK and Germany say Iran deal could collapse on Russian demands","Turkmenistan Skips Russia Transit. After Wild Ride Up, Oil Prices End Week Down. Can Russia Derail Iran Nuclear Talks?. Russian Export Outage Holds Steady. EU Agrees to Roll Back Russian Energy Imports. Oil Sands Outages Hit Canadian Crude Supply. Texas Shale Drives US Drilling Gains. Oil Sands Outages Hit Canadian Crude Supply. Turkmenistan Skips Russia Transit. After Wild Ride Up, Oil Prices End Week Down. Can Russia Derail Iran Nuclear Talks?. Russian Export Outage Holds Steady. EU Agrees to Roll Back Russian Energy Imports. Texas Shale Drives US Drilling Gains",Ukraine war: global oil spike roils industry executives. UK shale gas: fracking on a crowded island is fraught with difficulty,Opec’s Unified Front Creaks As UAE Diplomat Calls For More Oil. Opec Production Edges Higher: Just A Drop In The Stormy Ocean. IEA Outlines Emergency Stock Release. Iran Nuclear Deal: What Happens Next?. US Hikes Oil Output Forecasts,The Wildest Week Oil Markets Have Ever Seen
2022-03-13,Why does the world need OPEC and OPEC+ more than ever?,"Oil falls on Russia/Ukraine talks and new lockdowns in China. Hong Kong’s Hang Seng index drops about 5% as investors monitor China’s Covid wave. Goldman picks Tesla, Buffett-backed BYD and more to play rising commodity prices. S&P 500 falls to start the week as investors await Ukraine developments, Fed rate hike. U.S. gasoline prices edge lower after hitting record high last week","Turkmenistan Skips Russia Transit. After Wild Ride Up, Oil Prices End Week Down. Can Russia Derail Iran Nuclear Talks?. Russian Export Outage Holds Steady. EU Agrees to Roll Back Russian Energy Imports. Oil Sands Outages Hit Canadian Crude Supply. Texas Shale Drives US Drilling Gains. Oil Sands Outages Hit Canadian Crude Supply. Turkmenistan Skips Russia Transit. After Wild Ride Up, Oil Prices End Week Down. Can Russia Derail Iran Nuclear Talks?. Russian Export Outage Holds Steady. EU Agrees to Roll Back Russian Energy Imports. Texas Shale Drives US Drilling Gains","Oil price rise sparks growth fears as investors punish energy users. We need a grand bargain on energy. Cyanide maker suspends Europe production as energy costs soar. Having frozen out Putin, Biden is warming to other autocrats",Opec’s Unified Front Creaks As UAE Diplomat Calls For More Oil. Opec Production Edges Higher: Just A Drop In The Stormy Ocean. IEA Outlines Emergency Stock Release. Iran Nuclear Deal: What Happens Next?. US Hikes Oil Output Forecasts,The Wildest Week Oil Markets Have Ever Seen
2022-03-14,"Oil prices fall, bourses firm on hopes of Russia-Ukraine talks","Oil falls on Ukraine talks, fears of slower demand in China. Dollar firms as oil prices moderate, taking momentum from euro. Hong Kong’s Hang Seng index drops to lowest close since February 2016; oil prices fall .... Dow jumps nearly 600 points, S&P 500 snaps 3-day losing streak as tech stocks bounce, .... U.S. oil tumbles more than 8%, dips below $100 per barrel",UK Will Urge Saudi Arabia to Raise Output. India Explores Options to Buy More Russian Oil. India Explores Options to Buy More Russian Oil. US Shale Output Growth to Keep Steady Pace: EIA. Oil Market Starts Week on Bearish Foot. Oil Market Starts Week on Bearish Foot. Opec-Plus Output Comes In Below Target Again. Opec-Plus Output Comes In Below Target Again. UK Will Urge Saudi Arabia to Raise Output. US Shale Output Growth to Keep Steady Pace: EIA,Pressure on Rishi Sunak as experts warn of misery at the pumps. Boris Johnson to appeal to Saudi Arabia to increase oil production. Gas and electricity networks top UK profit margin rankings. Billionaire investor predicts energy crisis will spur green spending boom. US retreats on Venezuela oil talks after Maduro meeting criticism. Gas crunch set to power recovery for shipbuilders from prolonged slump,Opec’s Unified Front Creaks As UAE Diplomat Calls For More Oil. Opec Production Edges Higher: Just A Drop In The Stormy Ocean. IEA Outlines Emergency Stock Release. Iran Nuclear Deal: What Happens Next?. US Hikes Oil Output Forecasts,Oil Prices Plunge As China Locks Down Shenzen
2022-03-15,"Oil prices fall, bourses firm on hopes of Russia-Ukraine talks","Oil dips on Russia-Ukraine talks, U.S. inventory data. Xpeng and more: Morgan Stanley says these stocks will benefit from rising oil prices. Hong Kong’s Hang Seng index surges 9%, best day since October 2008 as Tencent, Alibaba .... Crude’s going to continue to be higher this summer, says Energy Aspect’s Sen. The Federal Reserve is expected to raise rates, but unique challenges could slow its pace. Crude gives back gains after Putin’s invasion of Ukraine. What to watch today: Stock futures are higher, oil prices fall again. Investing Club: We’re trimming a retailer after a run-up to buy more of this high-dividend .... Oil drops again, now more than 27% below recent high. 5 things to know before the stock market opens Tuesday. Get ready for higher fares: Airlines bet surge in travel demand will help offset fuel ...",China's Refinery Throughput Picks Up. Opec: War in Ukraine Clouds Oil Market Outlook. Pemex Narrows Maya Discount for April. Oil Prices Sink as Bears Run Wild. Russia's Lavrov Restores Iran Nuclear Deal Hopes. China's Refinery Throughput Picks Up. Oil Prices Sink as Bears Run Wild. Opec: War in Ukraine Clouds Oil Market Outlook. Pemex Narrows Maya Discount for April. Russia's Lavrov Restores Iran Nuclear Deal Hopes,"Ukraine war news from March 15: Nato calls Brussels summit, refugees fleeing Ukraine hit 3mn mark. Trafigura and Blackstone discussed investment of up to $3bn. Oil falls below $100 a barrel as China lockdowns threaten demand. Germany’s biggest power supplier warns against axing Russian imports. Our analysis of BP’s energy outlook. Are oil stocks still cheap?. Live free or pump gas. The Soviet pipeline that keeps Europe hooked on Moscow’s oil",Opec’s Unified Front Creaks As UAE Diplomat Calls For More Oil. Opec Production Edges Higher: Just A Drop In The Stormy Ocean. IEA Outlines Emergency Stock Release. Iran Nuclear Deal: What Happens Next?. US Hikes Oil Output Forecasts,Oil Prices Plunge As China Locks Down Shenzen
2022-03-16,"Oil prices fall, bourses firm on hopes of Russia-Ukraine talks","Goldman Sachs says ‘stagflation’ is here — and warns what it could mean for markets. Hong Kong’s Hang Seng index soars 7% as tech, property stocks surge; Japan’s Nikkei up .... S&P 500, Nasdaq rally for a third day as investors get comfortable with the Fed’s .... Sen Warren: I believe the congressional trading ban will pass. Oil market heads for ‘biggest supply crisis in decades’ with Russia’s exports set to fall, .... Newton: It’s tough to make too much of oil’s recent decline, prices could move back .... China’s Covid resurgence is part of the reason oil prices plummeted from record highs","Oil Prices Slide Again as Bearish Headwinds Build. UK, Japan Urge Mideast Producers to Raise Output. Indian Oil to Buy Russian Crude. Russia Sees Exports Rising Despite Sanctions. Winter Weather Knocks Bakken Output in January. Russian Oil Trade Goes Dark, But Exports Continue. IEA Sees Potential Russia Supply Shock. Crude, Gasoline Price Trajectories Raise Eyebrows. India's Fuel Demand Rises Sharply. Indian Oil to Buy Russian Crude. India's Fuel Demand Rises Sharply. Winter Weather Knocks Bakken Output in January. Russian Oil Trade Goes Dark, But Exports Continue. IEA Sees Potential Russia Supply Shock. Crude, Gasoline Price Trajectories Raise Eyebrows. UK, Japan Urge Mideast Producers to Raise Output. Oil Prices Slide Again as Bearish Headwinds Build. US Crude Output Remains Stubbornly Static. US Crude Output Remains Stubbornly Static. Russia Sees Exports Rising Despite Sanctions",Occidental loses bid to throw out green investor resolution. Johnson returns from trip to Saudi Arabia without commitment on oil. Oil supply chain: spiralling margin calls elevate risk of Lehman moment. Western oilfield services companies stay the course in Russia. Pakistan presses ahead with Russian-built gas pipeline,Opec’s Unified Front Creaks As UAE Diplomat Calls For More Oil. Opec Production Edges Higher: Just A Drop In The Stormy Ocean. IEA Outlines Emergency Stock Release. Iran Nuclear Deal: What Happens Next?. US Hikes Oil Output Forecasts,Oil Prices Plunge As China Locks Down Shenzen
2022-03-17,"Oil prices fall, bourses firm on hopes of Russia-Ukraine talks","Oil rises, but posts second straight losing week. How the Russia-Ukraine war could hit China’s trade. Hong Kong’s Hang Seng finishes in negative territory, but ends week more than 4% higher. Hedge funds are doubling down on commodities bets with some notching big gains. Santoli: Markets shake off the Fed’s key rates decision, but investors don’t have the all-clear .... How higher and more volatile energy prices will affect the move to clean energy. What to watch today: Stock futures lower after Wall Street’s strong start to the week. 5 things to know before the stock market opens Thursday. Oil surges amid warnings of supply shortages","UN Warns of Divisions and Polarization in Libya. Market Frets Supply Outlook, Oil Back Over $100. Vietnam Weighs New Refinery. Singapore Stocks Inch Up. UN Warns of Divisions and Polarization in Libya. Market Frets Supply Outlook, Oil Back Over $100. Vietnam Weighs New Refinery. Vietnam Weighs New Refinery. UN Warns of Divisions and Polarization in Libya. Earthquake Closes Japanese Refineries. Russia Proposes Tax Relief for Oil Industry. Singapore Stocks Inch Up. Singapore Stocks Inch Up. Earthquake Closes Japanese Refineries. Russia Proposes Tax Relief for Oil Industry. Iran Oil Minister Sheds Light on Floating Storage. Iran Oil Minister Sheds Light on Floating Storage. Market Frets Supply Outlook, Oil Back Over $100","US and European stocks rise after central banks tighten monetary policy. North Sea energy groups pay bumper dividends as prices soar. Norway/green hydrogen: Europe comes calling for cleaner gas. The UK needs a windfall tax on North Sea oil and gas companies. Oil could see ‘biggest supply crisis in decades’, IEA says. Cash is king in uncertain times. Boris Johnson has few quick fixes to deliver UK energy security",Opec’s Unified Front Creaks As UAE Diplomat Calls For More Oil. Opec Production Edges Higher: Just A Drop In The Stormy Ocean. IEA Outlines Emergency Stock Release. Iran Nuclear Deal: What Happens Next?. US Hikes Oil Output Forecasts,Pierre Andurand: Oil Could Jump To $200 By Year-End. Oil Rebounds As Market Fears Russian Supply Shock
2022-03-18,"Oil prices fall, bourses firm on hopes of Russia-Ukraine talks","Investors come off a strong week looking for more gains now that they have some .... Russia backs down on demands in Iran nuclear deal talks, making revival of 2015 pact .... What to watch today: Stock futures drop as S&P 500 still tracks for best week .... 5 things to know before the stock market opens Friday. How to play a spring stock market bounce now that the Fed has started raising ...","US Rig Count Stays Flat. Price Volatility Knocks Out Oil Speculators. US Rig Count Stays Flat. Gasoline Prices Stay High Despite Crude Retreat. Oil Wraps Up Tumultuous Week With Uptick. IEA: Boost Supply, Cut Cars to Curb Russian Oil Use. Global Upstream Slow to Respond to Price Surge. Iraq, Iran, Kuwait Trim Back Saudi Price Increases. US Rig Count Stays Flat. Price Volatility Knocks Out Oil Speculators. Price Volatility Knocks Out Oil Speculators. Global Upstream Slow to Respond to Price Surge. Gasoline Prices Stay High Despite Crude Retreat. IEA: Boost Supply, Cut Cars to Curb Russian Oil Use. Oil Wraps Up Tumultuous Week With Uptick. Global Upstream Slow to Respond to Price Surge. Iraq, Iran, Kuwait Trim Back Saudi Price Increases. China Raises Gasoline, Diesel Retail Prices. China Raises Gasoline, Diesel Retail Prices. China Raises Gasoline, Diesel Retail Prices. Iraq, Iran, Kuwait Trim Back Saudi Price Increases. IEA: Boost Supply, Cut Cars to Curb Russian Oil Use. Oil Wraps Up Tumultuous Week With Uptick. Gasoline Prices Stay High Despite Crude Retreat",Shell resubmits plan to UK regulator for large North Sea gasfield. China oil prices: stress signals for local refiners will not end soon. IEA calls for driving restrictions and air travel curbs to reduce oil demand. Russian oil exports to India surge as Europe shuns cargoes. Sunak warns UK faces £70bn hit from EU ban on Russia oil and gas. Why UK energy needs an ‘everything’ strategy after Russia’s war,IEA Warns Of 3mn b/d Russian Supply Hit. Distillate Supply Crunch Concerns Rise As Stocks Fall. Opec Set For Bumper Revenues In 2022: Could It Be A Trillion?. IEA Plan To Cut Oil Use By 2.7mn b/d. US Crude Stocks At 13-Year Low* Even Before Latest Release (mn bls),$100 Oil Is A Wakeup Call For Canadian Producers
2022-03-19,INTERVIEW: Japanese FM leaves Tokyo for the UAE and Turkey,"Investors come off a strong week looking for more gains now that they have some .... Russia backs down on demands in Iran nuclear deal talks, making revival of 2015 pact .... What to watch today: Stock futures drop as S&P 500 still tracks for best week .... 5 things to know before the stock market opens Friday. How to play a spring stock market bounce now that the Fed has started raising ...","US Rig Count Stays Flat. Price Volatility Knocks Out Oil Speculators. US Rig Count Stays Flat. Gasoline Prices Stay High Despite Crude Retreat. Oil Wraps Up Tumultuous Week With Uptick. IEA: Boost Supply, Cut Cars to Curb Russian Oil Use. Global Upstream Slow to Respond to Price Surge. Iraq, Iran, Kuwait Trim Back Saudi Price Increases. US Rig Count Stays Flat. Price Volatility Knocks Out Oil Speculators. Price Volatility Knocks Out Oil Speculators. Global Upstream Slow to Respond to Price Surge. Gasoline Prices Stay High Despite Crude Retreat. IEA: Boost Supply, Cut Cars to Curb Russian Oil Use. Oil Wraps Up Tumultuous Week With Uptick. Global Upstream Slow to Respond to Price Surge. Iraq, Iran, Kuwait Trim Back Saudi Price Increases. China Raises Gasoline, Diesel Retail Prices. China Raises Gasoline, Diesel Retail Prices. China Raises Gasoline, Diesel Retail Prices. Iraq, Iran, Kuwait Trim Back Saudi Price Increases. IEA: Boost Supply, Cut Cars to Curb Russian Oil Use. Oil Wraps Up Tumultuous Week With Uptick. Gasoline Prices Stay High Despite Crude Retreat",Oil supply shortage fears add to price volatility,IEA Warns Of 3mn b/d Russian Supply Hit. Distillate Supply Crunch Concerns Rise As Stocks Fall. Opec Set For Bumper Revenues In 2022: Could It Be A Trillion?. IEA Plan To Cut Oil Use By 2.7mn b/d. US Crude Stocks At 13-Year Low* Even Before Latest Release (mn bls),$100 Oil Is A Wakeup Call For Canadian Producers
2022-03-20,Bangladesh launches food subsidies after Ukraine war price spike,"Oil prices jump again on Russia-Ukraine fears, as IEA calls for cut in energy usage. Hong Kong’s Hang Seng slips nearly 1% in mixed Asia trading day; oil jumps 4%. Dow snaps 5-day win streak as Powell says inflation is too high. Saudi Aramco’s full-year profit more than doubles on soaring oil prices","US Rig Count Stays Flat. Price Volatility Knocks Out Oil Speculators. US Rig Count Stays Flat. Gasoline Prices Stay High Despite Crude Retreat. Oil Wraps Up Tumultuous Week With Uptick. IEA: Boost Supply, Cut Cars to Curb Russian Oil Use. Global Upstream Slow to Respond to Price Surge. Iraq, Iran, Kuwait Trim Back Saudi Price Increases. US Rig Count Stays Flat. Price Volatility Knocks Out Oil Speculators. Price Volatility Knocks Out Oil Speculators. Global Upstream Slow to Respond to Price Surge. Gasoline Prices Stay High Despite Crude Retreat. IEA: Boost Supply, Cut Cars to Curb Russian Oil Use. Oil Wraps Up Tumultuous Week With Uptick. Global Upstream Slow to Respond to Price Surge. Iraq, Iran, Kuwait Trim Back Saudi Price Increases. China Raises Gasoline, Diesel Retail Prices. China Raises Gasoline, Diesel Retail Prices. China Raises Gasoline, Diesel Retail Prices. Iraq, Iran, Kuwait Trim Back Saudi Price Increases. IEA: Boost Supply, Cut Cars to Curb Russian Oil Use. Oil Wraps Up Tumultuous Week With Uptick. Gasoline Prices Stay High Despite Crude Retreat",Saudi Aramco to boost oil production spending to help meet rise in demand,IEA Warns Of 3mn b/d Russian Supply Hit. Distillate Supply Crunch Concerns Rise As Stocks Fall. Opec Set For Bumper Revenues In 2022: Could It Be A Trillion?. IEA Plan To Cut Oil Use By 2.7mn b/d. US Crude Stocks At 13-Year Low* Even Before Latest Release (mn bls),$100 Oil Is A Wakeup Call For Canadian Producers
2022-03-21,Bangladesh launches food subsidies after Ukraine war price spike,"Hong Kong leads gains in Asia, rising 3% as Alibaba shares pop 11%. Oil is likely to remain volatile and expensive as world deals with supply shortages. We expect energy prices to continue higher despite volatility, says Goldman Sachs’s Courvalin. Investing Club: Here are some price target, stock ratings changes concerning nine portfolio names. Again Capital’s John Kilduff breaks down moves in crude oil prices. European stocks close slightly higher as Russia-Ukraine jitters keep a lid on gains. Crude jumps more than 7% as EU mulls Russian oil ban","Supply Worries Keep Crude on Bullish Footing. Kuwaiti Products Exports Slump. Supply Worries Keep Crude on Bullish Footing. China's Imports From Russia Dip, Saudi Volumes Rise. China's Products Exports Plunge. China's Products Exports Plunge. Saudis Frustrated as Houthi Air Strikes Continue. Kuwaiti Products Exports Slump. China's Imports From Russia Dip, Saudi Volumes Rise. China's Imports From Russia Dip, Saudi Volumes Rise. Saudis Frustrated as Houthi Air Strikes Continue. Kuwaiti Products Exports Slump. Supply Worries Keep Crude on Bullish Footing. China's Products Exports Plunge. Saudis Frustrated as Houthi Air Strikes Continue",Vitol urges regulators to maintain ‘integrity’ of financial markets. North Sea oil: don’t rule it out as part of the energy transition. Europe can help Ukraine by ending Russia’s energy stranglehold. Saudi Arabia ‘will not bear responsibility’ for global oil shortages. Can Europe wean itself off its dependence on Russian fossil fuels?. UK looks to North Sea oil and gas in race to secure domestic energy supplies,IEA Warns Of 3mn b/d Russian Supply Hit. Distillate Supply Crunch Concerns Rise As Stocks Fall. Opec Set For Bumper Revenues In 2022: Could It Be A Trillion?. IEA Plan To Cut Oil Use By 2.7mn b/d. US Crude Stocks At 13-Year Low* Even Before Latest Release (mn bls),Oil Prices Jump As European Countries Consider Banning Russian Crude
2022-03-22,"OPEC+ ‘essential’ for stable oil market, Saudi Arabia says",Japan’s Nikkei 225 closes 3% higher as SoftBank Group shares surge 7%. Dow falls more than 400 points as oil rises to nearly $115. France’s TotalEnergies to quit Russian oil supply contracts. Oil reverses early gains to settle lower,"War, Energy Policy in Focus at Upcoming Summits. Granholm Says More US Oil and Gas Output is Coming. Total to Halt All Purchases of Russian Oil. Oil Prices Edge Lower as EU Debates Embargo. Cushing Stocks Scrape Bottom as US Exports Climb. Independent Oil Traders Remain Active in Russia. War, Energy Policy in Focus at Upcoming Summits. Oil Prices Edge Lower as EU Debates Embargo. Total to Halt All Purchases of Russian Oil. Granholm Says More US Oil and Gas Output is Coming. Independent Oil Traders Remain Active in Russia. Independent Oil Traders Remain Active in Russia. Cushing Stocks Scrape Bottom as US Exports Climb. Oil Prices Edge Lower as EU Debates Embargo. War, Energy Policy in Focus at Upcoming Summits. Canadian Oil Output Plunges in December. Africa Struggles to Retain, Build Refining Capacity. Black Sea Crude Exports Face Prolonged Outage. Total to Halt All Purchases of Russian Oil. Granholm Says More US Oil and Gas Output is Coming. Cushing Stocks Scrape Bottom as US Exports Climb. Black Sea Crude Exports Face Prolonged Outage. Africa Struggles to Retain, Build Refining Capacity. Canadian Oil Output Plunges in December. Canadian Oil Output Plunges in December. Africa Struggles to Retain, Build Refining Capacity. Black Sea Crude Exports Face Prolonged Outage",Russia chokes major oil pipeline in further threat to global supplies. TotalEnergies to phase out buying oil from Russia by end of year. Traders warn of looming global diesel shortage. Central banks unlikely to offer immediate support to energy markets. North Sea sector confident Sunak tax plans will not target energy profits. Oil is becoming a weapon. EU energy proposals to focus on gas storage. Petrobras becomes a political football in upcoming Brazilian elections,IEA Warns Of 3mn b/d Russian Supply Hit. Distillate Supply Crunch Concerns Rise As Stocks Fall. Opec Set For Bumper Revenues In 2022: Could It Be A Trillion?. IEA Plan To Cut Oil Use By 2.7mn b/d. US Crude Stocks At 13-Year Low* Even Before Latest Release (mn bls),Oil Prices Jump As European Countries Consider Banning Russian Crude
2022-03-23,"OPEC+ ‘essential’ for stable oil market, Saudi Arabia says","India is in a sweet spot, courted by the Quad, China and Russia. Asia-Pacific markets mixed; Singapore’s travel-related stocks jump after easing of Covid measures. Intel CEO says semiconductors are like oil — making more in U.S. can avoid global .... Buttigieg says DOT will dole out $2.9 billion in infrastructure grants to states and cities. Oil jumps 5% as Caspian pipeline disruption adds to supply fears. Dollar climbs, euro dips, as Biden brings sanctions plan to Europe",Oil Prices Climb on Potential Ruble Requirements. India Throws Lifeline to Urals Crude Exports. Kazakh Producers Scramble as CPC Terminal Closes. Kazakh Producers Scramble as CPC Terminal Closes. Kazakh Producers Scramble as CPC Terminal Closes. Oil Prices Climb on Potential Ruble Requirements. India Throws Lifeline to Urals Crude Exports. Oil Prices Climb on Potential Ruble Requirements. US Crude Output Refuses to Budge. India Throws Lifeline to Urals Crude Exports. Russia's Novak Warns Sanctions Will Hurt Europe. Opec-Plus Unmoved by CPC Outage. US Crude Output Refuses to Budge. Survey: US Oil Production Growth Faces Challenges. Survey: US Oil Production Growth Faces Challenges. Opec-Plus Unmoved by CPC Outage. Russia's Novak Warns Sanctions Will Hurt Europe. Survey: US Oil Production Growth Faces Challenges. US Crude Output Refuses to Budge. Russia's Novak Warns Sanctions Will Hurt Europe. Opec-Plus Unmoved by CPC Outage,"Major Russian pipeline fully halts oil exports, sending crude prices higher. Trafigura’s finance chief warns of commodity industry stress. EU warned to avoid fight for gas deals in rush to replace Russian supplies. Surge into plastic recycling by chemicals and oil groups meets pushback",IEA Warns Of 3mn b/d Russian Supply Hit. Distillate Supply Crunch Concerns Rise As Stocks Fall. Opec Set For Bumper Revenues In 2022: Could It Be A Trillion?. IEA Plan To Cut Oil Use By 2.7mn b/d. US Crude Stocks At 13-Year Low* Even Before Latest Release (mn bls),Short Squeeze Sends Oil Prices Above $120
